time,roll,pitch,yaw
22.3530,-8.9823,-8.7708,167.3945
22.3766,-14.9200,-20.2840,154.4165
22.4017,-4.3730,-17.3163,162.1060
22.4249,7.3549,-17.8424,160.6057
22.4498,-5.8311,-14.2239,164.5803
22.4736,-19.0250,-11.8055,157.3647
22.4984,-11.4339,-12.4613,162.9613
22.5214,-0.6327,-13.5924,166.3924
22.5472,-5.5104,-3.2086,173.6185
22.5720,-19.5432,-9.8072,157.9517
22.5960,-21.4437,-14.5933,153.6407
22.6254,-13.7528,-23.5163,152.3245
22.6495,-10.2516,-15.5403,161.2378
22.6738,-18.3910,-3.8776,161.1757
22.6987,-18.6030,-16.3856,154.7956
22.7285,-12.3655,-7.9460,165.2328
22.7578,-10.3873,22.9434,154.5642
22.7850,-10.0548,-2.7211,169.5761
22.8123,-8.4266,-29.6339,148.9548
22.8374,-5.6745,-20.2858,158.8674
22.8710,-6.9145,-13.1693,165.0675
22.8954,-17.4135,-16.8087,155.4081
22.9207,-6.5649,-25.0083,154.0277
22.9429,-6.2170,-23.8468,155.2572
22.9679,-5.8607,-8.2371,169.8670
22.9912,-19.3187,-17.7790,153.2435
23.0160,-8.7214,-16.3027,161.3947
23.0383,2.2666,-14.5484,165.2684
23.0632,5.5089,-10.9510,167.7107
23.0854,-2.9785,0.0560,177.0210
23.1097,-2.6448,1.0415,177.1573
23.1342,-1.9744,-4.2668,175.2970
23.1587,4.8522,-5.7497,172.4659
23.1822,7.3556,-6.2750,170.3088
23.2057,0.8201,-4.1499,175.7695
23.2308,-7.8692,-14.5628,163.3634
23.2541,3.7038,-20.5990,159.0406
23.2782,11.1935,-21.1793,155.7866
23.2996,5.1354,-12.5800,166.3802
23.3246,-8.8376,-5.3973,169.6220
23.3511,0.7651,-6.3741,173.5798
23.3775,1.7689,-15.6286,164.2665
23.4051,3.7198,-18.4288,161.1728
23.4311,5.3255,-17.0495,162.0891
23.4570,3.9533,-8.0894,170.9846
23.4822,-6.9582,-21.5158,157.2788
23.5092,-11.1530,-4.3079,168.0240
23.5356,0.6000,-9.3231,170.6572
23.5623,5.6275,-2.0528,174.0075
23.5896,-1.0701,-11.5833,168.3660
23.6159,4.3349,-18.6186,160.8470
23.6426,6.9026,-15.7710,162.7118
23.6679,7.5606,-13.8171,164.1768
23.6966,2.3650,-14.3206,165.4771
23.7235,-3.2298,-17.5092,162.1763
23.7501,0.2482,-14.7520,165.2458
23.7762,4.9582,-13.5911,165.4999
23.8042,-2.0898,-15.4685,164.3839
23.8329,-5.7919,-14.6798,164.1708
23.8569,-1.0711,-4.8675,175.0155
23.8841,6.9963,-13.2797,164.9299
23.9108,4.0217,-15.0229,164.4235
23.9380,-4.2475,-33.4181,146.2409
23.9640,-12.6208,0.8628,167.3488
23.9902,-0.0424,-13.2979,166.7020
24.0186,11.0889,-20.8934,156.0971
24.0442,-12.5242,-19.8529,156.2382
24.0695,-15.9811,4.4328,163.3836
24.0925,0.1637,4.0585,175.9382
24.1196,-1.7209,-19.2729,160.6444
24.1459,5.9460,-17.5368,161.4201
24.1746,-8.5375,9.3634,167.2764
24.2009,-1.4198,1.3260,178.0571
24.2273,-8.2635,-21.5827,156.7387
24.2532,7.3572,-16.9221,161.4583
24.2800,-6.1074,2.4391,173.4201
24.3071,3.8215,-2.2737,175.5516
24.3337,-11.1044,-17.3118,159.2396
24.3601,-15.4374,-8.7840,162.1287
24.3875,-5.7284,-1.6528,174.0364
24.4143,3.2132,-25.9084,153.8633
24.4408,-11.4366,-6.3134,166.8951
24.4664,-9.2541,-3.9290,169.9329
24.4934,-6.5096,-5.3703,171.5463
24.5208,-11.8639,-15.1778,160.5560
24.5468,-17.3247,-12.9492,158.1189
24.5743,-4.5277,-16.9279,162.4415
24.6009,-3.9275,-16.5032,163.0097
24.6284,-19.2560,-11.6189,157.2679
24.6541,-21.7328,-11.2542,155.2561
24.6792,-14.0197,-12.4439,161.0814
24.7043,-16.7781,-19.3202,153.9550
24.7321,-15.8997,-17.1398,156.2736
24.7589,-19.5296,-18.9081,152.2524
24.7859,-16.4635,-14.1512,158.0199
24.8114,-11.9109,-16.2185,159.6787
24.8386,-13.1958,-19.5756,156.0821
24.8652,-23.4891,-21.4999,147.2166
24.8902,-19.2778,-22.3237,149.7837
24.9157,-9.3986,-21.2288,156.5959
24.9428,-1.9924,-23.0609,156.8432
24.9689,-8.3713,-21.5521,156.7250
24.9949,-15.1013,-21.6842,153.1213
25.0213,-10.2312,-22.6410,154.9153
25.0478,-10.9908,-17.1817,159.4158
25.0742,-8.6276,-16.8501,160.9505
25.1002,-11.3750,-20.9431,155.9054
25.1277,-10.7121,-24.4754,152.9937
25.1559,-13.7334,-24.1384,151.7800
25.1849,-5.8141,-21.8766,157.2858
25.2122,-7.5408,-22.7261,155.9203
25.2398,-11.6885,-21.7928,154.9802
25.2666,-9.3082,-24.7817,153.3020
25.2932,-7.0015,-23.0441,155.7965
25.3201,-7.4656,-19.8989,158.6343
25.3491,-10.5467,-23.3723,154.0941
25.3781,-8.7457,-21.7716,156.3678
25.4048,-13.4068,-23.1842,152.8132
25.4304,-10.9424,-21.7378,155.4069
25.4570,-10.2871,-20.4453,156.9014
25.4836,-12.8560,-21.3491,154.7442
25.5099,-11.7626,-20.5294,156.0690
25.5368,-12.6222,-24.9178,151.6657
25.5646,-10.5676,-21.9270,155.4158
25.5911,-10.2514,-19.0453,158.1800
25.6193,-9.8982,-19.2971,158.1300
25.6477,-10.2656,-25.3400,152.3797
25.6750,-10.3331,-22.4051,155.0865
25.7009,-9.8027,-20.0008,157.5383
25.7276,-10.4764,-19.5698,157.5965
25.7542,-14.6016,-20.2851,154.6176
25.7829,-12.2040,-20.9223,155.4819
25.8111,-10.5861,-22.0632,155.2823
25.8392,-13.7137,-17.5346,157.4574
25.8684,-11.1430,-20.7704,156.1799
25.8944,-11.6585,-18.4251,157.9668
25.9206,-12.3785,-20.8589,155.4417
25.9485,-13.2099,-20.4493,155.3247
25.9757,-9.1157,-21.0782,156.8593
26.0027,-8.4900,-20.5414,157.6243
26.0289,-12.1199,-21.6408,154.8895
26.0548,-13.9563,-21.7198,153.7862
26.0807,-12.0930,-20.1668,156.2080
26.1070,-11.3140,-20.2120,156.5898
26.1336,-11.2533,-20.1892,156.6421
26.1604,-14.8657,-20.6325,154.1591
26.1876,-10.5536,-21.6683,155.6592
26.2167,-4.9161,-20.8546,158.5206
26.2446,-10.1156,-21.3023,156.2017
26.2726,-12.6158,-19.4260,156.5534
26.3006,-10.5627,-22.6972,154.7106
26.3451,-9.3240,-18.0992,159.4899
26.3734,-14.6914,-17.8518,156.5553
26.4003,-14.8448,-18.2176,156.1592
26.4264,-15.1417,-15.7168,157.8949
26.4589,-9.4730,-16.3603,160.9596
26.4912,-11.2758,-18.2880,158.3011
26.5157,-11.1780,-19.6555,157.1557
26.5414,-15.0278,-23.6972,151.4266
26.5670,-14.0705,-19.9480,155.2331
26.5917,-14.1521,-19.5658,155.5031
26.6180,-11.0807,-15.1290,161.0877
26.6464,-12.4222,-17.0218,158.6986
26.6687,-10.9502,-18.5548,158.2476
26.6931,-10.8052,-21.5748,155.6225
26.7161,-14.3125,-18.6172,156.1860
26.7408,-14.0063,-19.2680,155.8436
26.7699,-13.0201,-16.6157,158.6516
26.7953,-17.7994,-18.5816,153.7958
26.8230,-13.6518,-19.7691,155.6419
26.8479,-9.7857,-20.7236,156.8861
26.8735,-12.0657,-17.0809,158.8685
26.8969,-10.7457,-16.8982,159.7980
26.9217,-12.6303,-16.2385,159.2080
26.9451,-16.7037,-17.1326,155.6964
26.9689,-13.3829,-19.3344,156.1737
26.9922,-15.2441,-21.3291,153.3328
27.0171,-10.6609,-17.6598,159.1868
27.0432,-12.7316,-17.4757,158.1306
27.0680,-12.5179,-18.8906,157.0694
27.0919,-14.6007,-19.3132,155.4273
27.1176,-11.1135,-19.2743,157.5270
27.1414,-9.9975,-20.8860,156.6384
27.1673,-12.1261,-19.2849,156.9577
27.1941,-10.2303,-20.6413,156.7509
27.2230,-12.0816,-19.1309,157.1162
27.2506,-14.8727,-18.1205,156.2184
27.2772,-14.1516,-17.6642,157.0655
27.3042,-12.6077,-18.0426,157.7339
27.3302,-13.8636,-18.7153,156.3930
27.3565,-11.0143,-20.5759,156.4205
27.3825,-12.6649,-16.7893,158.7377
27.4096,-12.8263,-18.1435,157.5158
27.4379,-10.9482,-18.0791,158.6642
27.4640,-14.1634,-18.4580,156.4129
27.4901,-12.2156,-18.0122,157.9953
27.5164,-12.9120,-16.9937,158.4137
27.5438,-11.7668,-18.1867,158.1097
27.5707,-16.1708,-16.4388,156.6062
27.5976,-13.3911,-18.4693,156.8945
27.6242,-11.8165,-17.8082,158.4041
27.6525,-12.3665,-17.5329,158.3078
27.6801,-10.5988,-19.9176,157.2227
27.7057,-13.9361,-18.3801,156.6233
27.7327,-14.6855,-16.1330,157.9054
27.7592,-12.4090,-17.2378,158.5277
27.7867,-12.9502,-16.2074,159.0257
27.8123,-13.3114,-15.8109,159.1012
27.8409,-14.6791,-18.8722,155.7386
27.8669,-10.7109,-19.1957,157.8094
27.8937,-12.9945,-16.6352,158.6524
27.9203,-9.9962,-16.8454,160.2570
27.9479,-13.5925,-15.8730,158.8625
27.9746,-13.1958,-17.2063,158.0588
28.0017,-13.2917,-16.5641,158.5160
28.0280,-13.5545,-16.9334,158.0469
28.0555,-10.6880,-19.5163,157.5361
28.0793,-11.5307,-16.1954,159.9312
28.1169,-10.2918,-17.0784,159.8942
28.1451,-12.1730,-15.7906,159.8634
28.1727,-12.9782,-16.4151,158.8406
28.2014,-13.2973,-16.3518,158.6821
28.2255,-13.2735,-15.9724,158.9992
28.2502,-12.6014,-17.5837,158.1215
28.2722,-13.1354,-19.2988,156.3539
28.2971,-14.3530,-16.2655,158.0354
28.3204,-13.4059,-16.7904,158.2594
28.3460,-12.2668,-16.9291,158.8716
28.3674,-10.2620,-17.3108,159.7077
28.3927,-14.6391,-14.7126,159.0047
28.4311,-14.8011,-16.3459,157.6608
28.4554,-14.2138,-15.5151,158.7093
28.5016,-13.5371,-16.3582,158.5176
28.5255,-12.7045,-16.5172,158.9344
28.5502,-11.6311,-15.1185,160.7523
28.5754,-11.6726,-16.2133,159.8298
28.5997,-12.9021,-16.4017,158.9007
28.6248,-13.2346,-16.0966,158.9267
28.6467,-14.6767,-16.4012,157.7054
28.6726,-14.3047,-16.3504,158.0028
28.6985,-12.8051,-15.6714,159.5488
28.7225,-13.1622,-16.2995,158.8129
28.7479,-14.7587,-15.2192,158.5432
28.7744,-16.4551,-13.7370,158.3071
28.7984,-15.5098,-15.2450,157.9740
28.8235,-12.9553,-16.4522,158.8255
28.8448,-12.1892,-17.4505,158.4843
28.8698,-14.7834,-13.3141,159.8964
28.8933,-16.4065,-13.3939,158.5746
28.9187,-13.6074,-16.2244,158.5764
28.9435,-11.3438,-14.8871,161.1213
28.9681,-10.5489,-15.3836,161.1968
28.9925,-15.0642,-16.5352,157.3302
29.0159,-19.4333,-15.6116,154.6642
29.0419,-13.9253,-14.6520,159.5654
29.0650,-8.6963,-16.7943,160.9674
29.0903,-14.4293,-15.2218,158.7782
29.1153,-15.5035,-16.8628,156.7680
29.1393,-12.1971,-17.3620,158.5537
29.1649,-11.9288,-15.5528,160.2116
29.1865,-13.1115,-13.7970,160.7834
29.2115,-14.7517,-18.1863,156.2466
29.2342,-14.1950,-18.7141,156.1823
29.2590,-12.9231,-16.6814,158.6609
29.2841,-11.6936,-15.4678,160.4292
29.3094,-12.6038,-13.3760,161.4571
29.3342,-17.1046,-13.1058,158.1995
29.3577,-17.5470,-16.1172,155.8060
29.3816,-10.9436,-12.2654,163.4468
29.4056,-12.0759,-13.3372,161.8552
29.4308,-14.8562,-14.2862,159.1543
29.4547,-19.3362,-11.4589,157.2857
29.4802,-15.5874,-11.5972,160.3919
29.5034,-14.4661,-13.9696,159.6721
29.5289,-14.5660,-14.4510,159.2497
29.5519,-13.5478,-13.1389,160.9486
29.5748,-12.8702,-13.0640,161.4975
29.6002,-13.3601,-11.0249,162.5459
29.6221,-15.4461,-8.6214,162.2045
29.6472,-13.8883,-11.8570,161.5811
29.6711,-14.6906,-12.5522,160.4893
29.6957,-16.1486,-13.9678,158.3914
29.7197,-17.5934,-10.3533,159.4116
29.7445,-15.5478,-12.7839,159.6609
29.7785,-12.7075,-13.5994,161.2169
29.8042,-12.6035,-12.8347,161.8575
29.8270,-13.3545,-14.0737,160.4043
29.8546,-16.5618,-12.2252,159.2007
29.8823,-14.5331,-11.8824,161.0585
29.9100,-12.9849,-13.2473,161.2805
29.9365,-15.5172,-11.8727,160.2760
29.9652,-15.1080,-12.4238,160.2472
29.9926,-13.2621,-12.3852,161.6963
30.0198,-12.5010,-13.2350,161.6349
30.0489,-13.7424,-11.4921,161.9381
30.0775,-12.0604,-10.8434,163.6709
30.1076,-14.9302,-8.9550,162.4815
30.1349,-14.7359,-10.4578,161.7910
30.1626,-12.2252,-9.2264,164.5969
30.1903,-10.8860,-8.9322,165.8485
30.2175,-11.4289,-11.6321,163.5788
30.2463,-15.0453,-9.9886,161.8082
30.2752,-10.5285,-12.0558,163.8883
30.3035,-12.2429,-11.7391,162.9099
30.3337,-14.2181,-9.3448,162.8763
30.3641,-13.3157,-8.5976,164.0630
30.3932,-10.9609,-9.7513,165.2480
30.4202,-13.4989,-9.8833,163.1577
30.4489,-12.4004,-10.8162,163.4302
30.4759,-12.7257,-10.6430,163.2938
30.5027,-11.3094,-10.3097,164.6036
30.5303,-13.5847,-10.4574,162.7321
30.5587,-12.8045,-10.6975,163.1964
30.5869,-12.6829,-8.6826,164.5471
30.6138,-10.2407,-10.1379,165.5120
30.6411,-13.3461,-11.7176,162.0941
30.6671,-12.8299,-11.6113,162.5605
30.6940,-9.2373,-10.0178,166.3081
30.7131,-11.9692,-9.5702,164.5855
30.7325,-12.6222,-10.3767,163.5495
30.7513,-13.0074,-9.9336,163.5260
30.7706,-11.5504,-9.8928,164.7022
30.7890,-9.3016,-9.6380,166.5432
30.8073,-10.3518,-9.4708,165.8981
30.8294,-11.9160,-10.7855,163.8197
30.8487,-14.1295,-9.9325,162.6082
30.8673,-14.5234,-10.0556,162.2073
30.8856,-12.7804,-11.0856,162.9565
30.9037,-14.1813,-10.0271,162.5087
30.9227,-11.3424,-9.6713,165.0097
30.9414,-10.7512,-8.2331,166.3983
30.9596,-10.6380,-8.8150,166.1180
30.9781,-9.6014,-9.8732,166.1601
30.9963,-10.8561,-11.0719,164.3962
31.0147,-10.0575,-11.6105,164.5461
31.0326,-11.6517,-11.8176,163.2839
31.0514,-11.5033,-10.3142,164.4543
31.0709,-15.0814,-10.3734,161.5534
31.0897,-16.8566,-7.6732,161.3829
31.1079,-17.3295,-7.0362,161.2118
31.1269,-13.8012,-7.6096,164.1664
31.1453,-12.1242,-7.9773,165.4195
31.1638,-12.4285,-8.2398,165.0147
31.1823,-11.9916,-9.5451,164.5838
31.2005,-11.9819,-8.8736,165.0107
31.2189,-11.6333,-7.1349,166.3005
31.2367,-12.6235,-7.4131,165.2983
31.2550,-12.3395,-7.2820,165.6132
31.2730,-13.6467,-8.2806,163.9535
31.2921,-12.5705,-11.3760,162.9189
31.3103,-13.7457,-10.9290,162.3031
31.3286,-14.9695,-10.6872,161.4591
31.3464,-12.8867,-10.3123,163.3825
31.3647,-12.0756,-7.7293,165.5991
31.3830,-12.3444,-6.5881,165.9584
31.4019,-12.4190,-9.2251,164.4407
31.4207,-12.6375,-11.6403,162.6855
31.4393,-12.1623,-12.3802,162.5071
31.4598,-11.9787,-10.6540,163.8622
31.4790,-12.3169,-10.6201,163.6261
31.5013,-14.2521,-9.3554,162.8416
31.5257,-16.7852,-7.4888,161.5285
31.5440,-13.2364,-9.4237,163.6509
31.5626,-12.8245,-12.6218,161.8518
31.5804,-13.4664,-12.2814,161.6150
31.5988,-11.9868,-11.4389,163.3115
31.6174,-14.8218,-9.2829,162.3966
31.6361,-15.4092,-9.7401,161.6393
31.6541,-13.6260,-10.4255,162.7188
31.6730,-14.3600,-10.0047,162.3737
31.6911,-14.4896,-9.2835,162.6804
31.7099,-14.2629,-9.9306,162.4984
31.7277,-12.9159,-10.2385,163.4065
31.7466,-12.6813,-10.5938,163.3609
31.7652,-12.2153,-10.5118,163.7769
31.7831,-13.7147,-9.4570,163.2344
31.8008,-13.1410,-11.5778,162.3465
31.8196,-12.3473,-13.0870,161.8538
31.8384,-12.3154,-13.3805,161.6562
31.8572,-12.0831,-11.4439,163.2367
31.8751,-11.5806,-10.7125,164.1221
31.8936,-12.3793,-10.6057,163.5876
31.9114,-12.9763,-10.4573,163.2181
31.9294,-13.3357,-10.1331,163.1363
31.9470,-11.9182,-11.0461,163.6379
31.9657,-11.3684,-9.8205,164.8904
31.9838,-11.0098,-6.8963,166.9626
32.0023,-11.0708,-8.1848,166.1701
32.0204,-10.4001,-12.3274,163.7644
32.0388,-10.8048,-11.7783,163.9100
32.0568,-9.8790,-11.9687,164.3863
32.0751,-9.9783,-12.1807,164.1555
32.0932,-11.3374,-11.6308,163.6451
32.1117,-12.7120,-10.0718,163.6753
32.1294,-14.7471,-8.4787,162.8922
32.1479,-14.8577,-9.1751,162.4250
32.1656,-15.1946,-8.1602,162.6586
32.1842,-12.9566,-7.8529,164.7778
32.2018,-12.6751,-8.4988,164.6596
32.2203,-14.6768,-5.4578,164.2982
32.2380,-13.1270,-7.3361,164.8976
32.2562,-11.7418,-7.0164,166.2699
32.2741,-8.8302,-9.2724,167.1414
32.2926,-9.7408,-9.2020,166.5377
32.3105,-9.3167,-9.5310,166.6103
32.3294,-8.7052,-10.2775,166.4695
32.3471,-8.7529,-9.7751,166.8208
32.3657,-8.6131,-11.4845,165.5734
32.3835,-8.3685,-10.7291,166.3316
32.4019,-10.5086,-10.6246,164.9692
32.4201,-11.5782,-10.1401,164.5154
32.4381,-10.2754,-10.4332,165.2744
32.4562,-10.7727,-7.6154,166.7543
32.4742,-10.4756,-8.5686,166.4044
32.4923,-10.5135,-7.7567,166.8819
32.5106,-12.7972,-8.2462,164.6995
32.5283,-12.5558,-6.4148,165.8525
32.5467,-10.9436,-5.8016,167.5799
32.5649,-9.3454,-8.3293,167.4313
32.5830,-10.7843,-9.1261,165.8010
32.6016,-13.4475,-7.5782,164.4936
32.6196,-14.6684,-6.6340,163.8393
32.6381,-12.8829,-7.6759,164.9354
32.6560,-11.5091,-8.0591,165.8860
32.6744,-9.7926,-8.5656,166.9337
32.6925,-11.6042,-7.4597,166.1484
32.7107,-13.4041,-7.7600,164.4385
32.7286,-15.2088,-8.8365,162.3017
32.7472,-13.7200,-8.4283,163.8106
32.7649,-13.0256,-6.5058,165.3885
32.7833,-12.5547,-6.9015,165.6187